index,name,year,composer,type
11603,Pitt-Payne/Rose Wood Rag.mid,1909,"Heaton, Peter M.",M
11666,Pitt-Payne/Rube Bennett's Raggedy Rag.mid,1914,"Bennett, Rube",R
11667,Pitt-Payne/Rubens Dream.mid,1908,"Harris, Sydney P. ",M
11669,Pitt-Payne/Rubies.mid,1909,"Schimpf, Jnr, Frank A. ",I
11674,Pitt-Payne/Rudolph Valentino Blues.mid,1922,"Frost, Jack",S
11683,Pitt-Payne/Rum Tum Tiddle .mid,1912,"Schwartz, Jean",S
11690,Pitt-Payne/Rum-Tum-Tiddle Dance  The.mid,1911,"Schwartz, Jean",R
11692,"Pitt-Payne/Run Brudder Possum, Run.mid",1907,"Johnson, J. Rosamond ",S
11712,Pitt-Payne/Russian Pony Rag.mid,n/a,"Ramsay, Don",R
11724,Pitt-Payne/Rusty-Can-O-Rag.mid,1910,"Piantadosi, Al",S
11753,Pitt-Payne/Sailin' Away On The Henry Clay.mid,1917,"Van Alstyne, Egbert",S
11760,Pitt-Payne/Saint Vitus Rag  The.mid,1912,"Johnson, J. Rosamond ",S
11782,Pitt-Payne/Salt And Pepper.mid,1909,"Ingraham, Herbert",R
11790,Pitt-Payne/Sam Fox Trot.mid,1915,"Howard, George P.",R
11791,Pitt-Payne/Sam Johnson's Band.mid,1901,"Knox, Paul",M
11807,Pitt-Payne/Sam's Laugh.mid,1906,"O'Connor, Ed",M
11831,Pitt-Payne/San-Fran-Pan-American.mid,1913,"Corin, Joel P.",R
11817,Pitt-Payne/Sand Paper.mid,1909,"Ellman, Harry E. & Schwab, S. Lew",R
11820,Pitt-Payne/Sand-Dancers  The.mid,1907,"O'Hare, Wm Christopher",I
11827,Pitt-Payne/Sandy River Rag.mid,1915,"Allen, Thomas S.",R
11847,Pitt-Payne/Saronoff Rag  The.mid,1913,"Hein, Silvio",R
11853,Pitt-Payne/Sassafras Sam.mid,1908,"Wenrich, Percy (as Grace, George)",R
11876,"Pitt-Payne/Save Your Money, John.mid",1919,"Copeland, Les C.",S
11897,Pitt-Payne/Scaddle-De-Mooch.mid,1915,"Mack*, Cecil & Smith, Chris",F
11901,Pitt-Payne/Scalin' The Blues.mid,1926,"Johnson, James P.",B
11905,Pitt-Payne/Scandalous Thompson.mid,1899,"Johnson, Charles L.",R
11918,Pitt-Payne/School Life.mid,1912,"Johnson, Charles L.",M
11920,Pitt-Payne/Schoolhouse Blues  The.mid,1921,"Berlin, Irving",S
11929,Pitt-Payne/Scissors to Grind.mid,1904,"Allen, Thomas S.",S
11963,Pitt-Payne/Sea Weeds Rag.mid,1910,"Olman, Abe",R
11988,Pitt-Payne/See Dixie First.mid,1916,"Cobb, George L.",S
12057,"Pitt-Payne/Shake, Rattle And Roll.mid",1919,"Bernard, Al",S
12059,Pitt-Payne/Shaking The Blues Away.mid,1927,"Berlin, Irving",S
12060,Pitt-Payne/Shaky Eyes.mid,1909,"Armstrong, Harry W. & Clark, Billy",S
12062,Pitt-Payne/Shame On You.mid,1904,"Smith, Chris & Larkins, John",S
12107,Pitt-Payne/Shim-Me-Sha-Wabble.mid,1916,"Williams, Spencer",R
12109,Pitt-Payne/Shimmie Shake  The.mid,1920,"Scott, James",S
12115,"Pitt-Payne/Shine On, Harvest Moon.mid",1908,"Bayes-Norworth, Nora & Norworth, Jack",S 
12116,Pitt-Payne/Shine Or Polish Rag.mid,1914,"Heltman, Fred",R
12121,Pitt-Payne/Shock Rag.mid,1911,"Olson, Elmer",R
12125,Pitt-Payne/Shoe Tickler Rag.mid,1911,"Campbell, Wilbur",R
12153,Pitt-Payne/Shovel Fish  The.mid,1907,"Cook, Harry L. ",R
12172,Pitt-Payne/Shultzmeier.mid,1914,"Whitlow, B. R.",R
12178,Pitt-Payne/Sic 'Em Prinz.mid,1905,"Gasdorf, Alfred",R
12190,Pitt-Payne/Silent Sam.mid,1903,"Colburn, Leroy Earl",R
12203,Pitt-Payne/Silver Bell .mid,1910,"Wenrich, Percy",S
12204,Pitt-Payne/Silver Buckle Rag.mid,1910,"Sikorra, Joseph",R
12205,Pitt-Payne/Silver City  The.mid,1913,"McGillicuddy, James",M
12210,Pitt-Payne/Silver Fox.mid,1915,"Lodge, Thomas Henry",F
12214,Pitt-Payne/Silver Leaf Rag.mid,1911,"Goldsmith, Dan",R
12235,Pitt-Payne/Simple Melody.mid,1914,"Berlin, Irving",S
12243,Pitt-Payne/Sinbad Was In Bad All The Time.mid,1917,"Carroll, Harry",S
12256,Pitt-Payne/Sing A Good Old Ragtime Song.mid,1909,"Frantzen, Henry",S
12259,Pitt-Payne/Sing Me A Ballad In Ragtime.mid,1912,"Worton, David ",S
12267,Pitt-Payne/Siren's Song  The.mid,1917,"Kern, Jerome",S
12274,Pitt-Payne/Sister Susie's Started Syncopation.mid,1915,"Romberg, Sigmund",S
12276,Pitt-Payne/Sittin' In A Corner.mid,1923,"Meyer, George W.",S
12290,Pitt-Payne/Skeleton Rag  The.mid,1911,"Wenrich, Percy",S
12294,Pitt-Payne/Skidding.mid,1923,"Claypoole, Edward B. ",N
12334,Pitt-Payne/Sleepy-Time Rag.mid,1914,"Sanders, Alma M.",S
12351,Pitt-Payne/Slippery Bill.mid,1911,"Stansell, J. F.",R
12360,"Pitt-Payne/Slippery Place, A.mid",1911,"Hacker, Phil M. (arr. Lampe, J. Bodewalt)",M
12380,Pitt-Payne/Sly Sal.mid,1906,"Brown, Albert W. ",R
12394,Pitt-Payne/Smiles And Chuckles.mid,1917,"Klickmann, Frank Henri",R
12402,Pitt-Payne/Smiling Sadie.mid,1905,"Scheu, Archie W.",R
12404,Pitt-Payne/Smiling Susan.mid,1906,"Williamson, Carlotta",M
12415,Pitt-Payne/Smoky Mokes.mid,1899,"Holzmann, Abe",R
12435,Pitt-Payne/Snakey Blues  The.mid,1915,"Nash, Will",B
12436,Pitt-Payne/Snappin' Turtle.mid,1913,"Cooke, Charles L.",R
12443,Pitt-Payne/Sneak!  The.mid,1922,"Brown, Nacio Herb",S
12446,Pitt-Payne/Sneeky Peet.mid,1907,"Johnson, Charles L.",R
12449,Pitt-Payne/Snookey Ookums.mid,1913,"Berlin, Irving",S
12450,Pitt-Payne/Snookums.mid,n/a,"Johnson, Charles L.",R
12452,Pitt-Payne/Snow Deer.mid,1913,"Wenrich, Percy",S
12459,Pitt-Payne/Snowflakes.mid,1905,"Moore, Luella Lockwood",N
12472,Pitt-Payne/So This Is Dixie.mid,1917,"Gumble, Albert",S
12483,Pitt-Payne/Society Bear.mid,1912,"Berlin, Irving",S
12487,Pitt-Payne/Society Swells.mid,1903,"Ritchie, J. Lawrence",R
12519,Pitt-Payne/Some Of These Days.mid,1910,"Brooks, Shelton",S
12521,Pitt-Payne/Some Pumpkins.mid,1908,"Kuhn, Ed E.",M
12522,Pitt-Payne/Some Rag.mid,1910,"Eckstein, Willie",R
12524,Pitt-Payne/Some Smoke.mid,1913,"Romberg, Sigmund ",R
12533,Pitt-Payne/Somebody Lied.mid,1907,"Branen, Jeffrey T. & Lloyd, Evans",S
12538,Pitt-Payne/Somebody's Done Me Wrong.mid,1918,"Skidmore, Will E.",S
12542,Pitt-Payne/Someday Down In Carolin'.mid,1919,"Green, George Hamilton",S
12548,Pitt-Payne/Something Doing.mid,1903,"Joplin, Scott & Hayden, Scott",R
12606,Pitt-Payne/South Car'lina Tickle.mid,1898,"Geibel, Adam",R
12624,Pitt-Payne/Southern Beauties.mid,1907,"Johnson, Charles L.",R
12635,Pitt-Payne/Southern Hospitality.mid,1899,"Pryor, Arthur",R
12637,"Pitt-Payne/Southern Jamboree, A.mid",1899,"Lerman, J. W.",R
12646,Pitt-Payne/Southern Roses.mid,1904,"Bren, Joe",M
12650,Pitt-Payne/Southern Smiles.mid,1903,"Kelly, E. Harry",M
12668,"Pitt-Payne/Spade Flush, A.mid",1902,"Kleinsmith, J. W.",M
12678,Pitt-Payne/Spanish Shawl.mid,1925,"Schoebel, Elmer",S
12684,Pitt-Payne/Sparkler Rag  The.mid,1908,"Wilson, Horace Smith",R
12685,Pitt-Payne/Sparkles.mid,1909,"Ennis, Charles B.& Ennis, ?",R
12696,Pitt-Payne/Speckled Spider Rag.mid,1910,"French, Harry",R
12702,Pitt-Payne/Sphinx Rag.mid,1912,"Carroll, Leon",R
12733,Pitt-Payne/Spooky Spooks.mid,1916,"Claypoole, Edward B. ",F
12743,Pitt-Payne/Spread Yo' Stuff.mid,1921,"Crane, Paul, Levy, Jules & Bernard, Al",F
12771,Pitt-Payne/Squee-Gee  The.mid,1904,"Tyers, William H.",M
12775,Pitt-Payne/Squirrel Food.mid,1916,"Grady, Richard Grant",R
12776,Pitt-Payne/Squirrel Rag  The.mid,1913,"Biese, Paul & Klickman, F. Henri ",R
12800,Pitt-Payne/St Louis Tickle.mid,1904,"Bennett, Theron C. (as Barney & Seymore)",R
12806,Pitt-Payne/St Vitus Dance.mid,1909,"Ingraham, Herbert",R
12842,Pitt-Payne/Steamboat Bill.mid,1910,"Leighton, Burt & Leighton, Frank",S
12859,Pitt-Payne/Step Along Henry.mid,1916,"Olman, Abe",F
12878,Pitt-Payne/Steps.mid,1924,"Wendling, Pete & Kortlander, Max",N
12881,Pitt-Payne/Stevedore's Rag  The.mid,1918,"Trellor, Jackson",S
12882,Pitt-Payne/Stewed Chicken.mid,1912,"Leap, Glenn C.",R
12883,Pitt-Payne/Stewed Prunes.mid,1910,"Lorraine, Oscar",R
12912,Pitt-Payne/Stop Rag  The.mid,1913,"Reccius, C. A.",R
12914,Pitt-Payne/Stop That Rag.mid,1909,"Snyder, Ted",S
12920,"Pitt-Payne/Stop, Stop, Stop.mid",1910,"Berlin, Irving",S
12946,Pitt-Payne/Strenuosity.mid,1910,"Reiterman, Lewis",R
12966,Pitt-Payne/Strut Miss Lizzie.mid,1921,"Layton, J. Turner & Creamer, Henry S.",S
12974,Pitt-Payne/Struttin' Yo' Stuff.mid,1920,"Koehler, Ted & Williams, Spencer",S
12979,Pitt-Payne/Stumbling .mid,1922,"Confrey, Zez",S
12986,Pitt-Payne/Stuttering Jasper.mid,1899,"Cohn, Robert",M
12994,Pitt-Payne/Subway Rag.mid,1912,"Heath, Don",S
12996,Pitt-Payne/Such Is Life.mid,1915,"Cooke, Charles L.",R
12998,Pitt-Payne/Sue.mid,1902,"Stone, Fred S.",M
13002,Pitt-Payne/Sugar Baby.mid,1919,"Romberg, Sigmund & Schwartz, Jean",S
13003,Pitt-Payne/Sugar Blues.mid,1919,"Williams, Clarence",S
13014,Pitt-Payne/Sugar Moon.mid,1910,"Wenrich, Percy",S
13026,Pitt-Payne/Suicide Blues  The.mid,1919,"De Rose, Peter",S
13064,Pitt-Payne/Sun Do Move  The.mid,1899,"Stromberg, John",R
13067,Pitt-Payne/Sun Stroke Rag.mid,1911,"Meyers, M. W.",R
13091,Pitt-Payne/Sunflower Babe.mid,1909,"Heltman, Fred",M
13095,Pitt-Payne/Sunflower Tickle.mid,1908,"Wenrich, Percy (as Richmond, Dolly)",R
13105,Pitt-Payne/Sunny Susan.mid,1902,"Frankensteen, Harold L.",M
13112,Pitt-Payne/Sunset Frolics.mid,1900,"Gilder, John Francis",R
13161,Pitt-Payne/Swanee Blues.mid,1920,"Delcamp, J. Milton",S
13165,Pitt-Payne/Swanee Ripples.mid,1912,"Blaufuss, Walter E.",R
13184,"Pitt-Payne/Sweet Cider Time, When You Were Mine!.mid",1916,"Wenrich, Percy",S
13190,"Pitt-Payne/Sweet Emalina, My Gal.mid",1917,"Creamer, Henry S. & Layton, J. Turner",S
13194,Pitt-Payne/Sweet Georgia Brown.mid,1925,"Bernie, Ben",S
13197,Pitt-Payne/Sweet Indiana Home.mid,1922,"Donaldson, Walter",S
13198,Pitt-Payne/Sweet Italian Love.mid,1910,"Snyder, Ted",S
13203,"Pitt-Payne/Sweet Mamma, Tree Top Tall.mid",1920,"White, Le Roy ""Lasses""",S
13204,Pitt-Payne/Sweet Man.mid,1925,"Pinkard, Maceo",S
13206,"Pitt-Payne/Sweet Marie, Make-A-Rag-Time-a-Dance With Me.mid",1909,"Snyder, Ted",S
13240,Pitt-Payne/Sweethearts.mid,1905,"Neilsson, Hjalmar Frithiof",M
13245,Pitt-Payne/Sweetmeats.mid,1907,"Wenrich, Percy",R
13266,Pitt-Payne/Swiss Cheese Rag.mid,1914,"Bohrer, Alphonse E. ",R
13268,Pitt-Payne/Switchback Rag.mid,1911,"Auracher, Harry",R
13294,"Pitt-Payne/Syncopated Cocktail, A.mid",1919,"Berlin, Irving",S
13296,Pitt-Payne/Syncopated Echoes.mid,1920,"Olson, Elmer",R
13307,Pitt-Payne/Syncopated Sandy.mid,1897,"Wayburn, Ned & Whiting, Stanley",S
13310,Pitt-Payne/Syncopated Walk  The.mid,1914,"Berlin, Irving",S
13312,Pitt-Payne/Syncopatin' Lovin' Louise.mid,1913,"Denni, Lucien",S
13317,Pitt-Payne/Syncopation Isle.mid,1915,"Robinson, J. Russel",S
13517,Pitt-Payne/T-E-NN-E-SS-EE.mid,1917,"Warren, Fred",S
13335,"Pitt-Payne/Ta, Ta, Au Revoir (Choo Choo) I'm Goin' To Go.mid",1907,"Lowitz, John B.",S
13340,Pitt-Payne/Tackin' 'Em Down.mid,1918,"Gumble, Albert",S
13346,Pitt-Payne/Tain't No Sin.mid,1929,"Donaldson, Walter",S
13358,Pitt-Payne/Take Me To That Swanee Shore.mid,1912,"Muir*, Lewis F.",S
13360,Pitt-Payne/Take Me To The Land Of Jazz.mid,1919,"Wendling, Pete",S
13361,Pitt-Payne/Take Me To The Midnight Cakewalk Ball.mid,1915,"Cox, Eddie, Jackson, Arthur & Abrahams, Maurice ",S
13363,Pitt-Payne/Take Your Clothes And Go.mid,1897,"Jones, Irving",S
13364,Pitt-Payne/Take Your Girlie To The Movies.mid,1919,"Wendling, Pete",S
13390,Pitt-Payne/Tangle Foot Cy.mid,1902,"Rhodes, Ralph H.",M
13433,Pitt-Payne/Tantalizing Tingles.mid,1913,"Violinsky*, Sol & Bernard*, Mike",R
13438,Pitt-Payne/Tar Babies.mid,1911,"Johnson, Charles L.",R
13444,Pitt-Payne/Tar-Heeler's Dream  The.mid,1899,"Rahley, William J.",M
13449,Pitt-Payne/Tattered Melody.mid,1910,"Ossusky, Hilda",M
13456,Pitt-Payne/Taxi.mid,1919,"Kaufman, Mel B.        ",S
13464,Pitt-Payne/Teach Me That Beautiful Love.mid,1912,"Schenck, Joe & Van, Gus",S
13481,Pitt-Payne/Teddy In The Jungle.mid,1910,"Freeberg, Edward J.",R
13486,Pitt-Payne/Tee-Pee Blues.mid,1922,"Bargy, Roy, Lewis, Roger & Erdman, Ernie",S
13498,Pitt-Payne/Tell Me Why You Want To Go To Paree.mid,1919,"Brooks, Shelton",S
13495,Pitt-Payne/Tell Me.mid,1919,"Kortlander, Max",S
13507,Pitt-Payne/Tempus Ragorum.mid,1906,"Bartholomew, Marshall M.",M
13510,Pitt-Payne/Ten Penny Rag.mid,1911,"Brandon, Clarence E. & Smythe, Billy",R
13520,"Pitt-Payne/Tennessee Favorite, A.mid",1899,"Emsel, P. ",M
13521,"Pitt-Payne/Tennessee Jubilee, A.mid",1899,"Broady, Thomas E.",R
13561,Pitt-Payne/Texas Steer.mid,1909,"Botsford, George",R
13564,Pitt-Payne/Texas Tommy Swing.mid,1911,"Brown, Sid & Harris, Val",R
13568,Pitt-Payne/Thanks For The Lobster!.mid,1914,"Jones, Clarence M.",N
13572,Pitt-Payne/That Aero Rag.mid,1912,"Lincoln, Harry J.",S
13574,Pitt-Payne/That Aeroplane Rag.mid,1911,"Randall, Berte C.",S
13577,Pitt-Payne/That Alabama Jazbo Band.mid,1918,"Overstreet, W. Benton",S
13582,Pitt-Payne/That Australian Rag.mid,1913,"Straight, Charles",S
13583,Pitt-Payne/That Baboon Baby Dance.mid,1911,"Cooper, Joe",S
13588,Pitt-Payne/That Baseball Rag.mid,1913,"Jones, Clarence M.",S
13595,Pitt-Payne/That Briny Dip.mid,1912,"Denison, Orville B.",S
13600,Pitt-Payne/That Captivating Rag.mid,1912,"Orndorff, Ruth",R
13609,Pitt-Payne/That Chiming Rag.mid,1912,"Leopold, J. Walter",S
13610,Pitt-Payne/That Chinatown Rag.mid,1910,"Meyer, George W.",S
13613,Pitt-Payne/That Chop-Stick Rag.mid,1912,"Schwartz, Jean",S
13614,Pitt-Payne/That College Rag.mid,1911,"Von Tilzer, Albert",S
13618,Pitt-Payne/That Coon-Town Rag.mid,1913,"Siewert, Herm",S
13617,Pitt-Payne/That Coontown Quartette.mid,1912,"Schwartz, Jean",S
13619,Pitt-Payne/That Corrugated Rag.mid,1911,"Mellinger, Edward J.",R
13623,Pitt-Payne/That Cuddlin' Rag.mid,1909,"Hirsch, Louis A.",S
13626,Pitt-Payne/That Daffy Rag.mid,1911,"Daly, Joseph M.",S
13627,Pitt-Payne/That Daffydil Rag.mid,1912,"Mueller, Bill & Ryder, Frank",S
13630,Pitt-Payne/That Dawggone Rag.mid,1913,"Smith, Maurice K.",R
13633,Pitt-Payne/That Devilish Glide.mid,1912,"Grady, Richard Grant",R
13635,Pitt-Payne/That Devilish Rag.mid,1913,"Stilwell, Frank",S
13636,Pitt-Payne/That Dixie Dip.mid,1912,"Dip, Dippy",R
13640,Pitt-Payne/That Dizzy Rag.mid,1916,"Rogers, Earl S.",R
13643,Pitt-Payne/That Dreamy Rag.mid,1909,"Adler, Bernard",R
13647,Pitt-Payne/That Easy Rag.mid,1914,"Mellinger, Edward J.",R
13648,Pitt-Payne/That Eccentric Rag.mid,1912,"Robinson, J. Russel",N
13650,Pitt-Payne/That Entertaining Rag.mid,1912,"Wellesley, Arthur",R
13651,Pitt-Payne/That Enticing Two Step.mid,1915,"Tice, Blanche M.",R
13656,Pitt-Payne/That Everlasting Rag.mid,1911,"Held, William",R
13666,Pitt-Payne/That Flying Rag.mid,1911,"Pryor, Arthur",R
13671,Pitt-Payne/That Fussy Rag.mid,1910,"Smalley, Victor H.  (arr. Platzmann, Eugene)",R
13676,Pitt-Payne/That Good Old Irish Rag.mid,1910,"Morse, Theodore F.",S
13680,Pitt-Payne/That Gypsy Rag.mid,1918,"Schroeder, William",S
13706,Pitt-Payne/That Kentucky Rag.mid,1912,"Woolfolk, Boyle",S
13717,Pitt-Payne/That Lovin' Lazy Rag.mid,1910,"Gaston, Billy & Selden, Edgar",R
13719,Pitt-Payne/That Lovin' Rag .mid,1907,"Adler, Bernard",S
13722,Pitt-Payne/That Lovin' Two-Step Man.mid,1910,"Wenrich, Percy",S
13729,Pitt-Payne/That Mellow Melody.mid,1912,"Meyer, George W.",S
13730,Pitt-Payne/That Mesmerizing Mendelssohn Tune.mid,1909,"Berlin, Irving",S
13733,Pitt-Payne/That Minor Strain.mid,1910,"Dabney, Ford T. ",S
13741,Pitt-Payne/That Mysterious Rag.mid,1912,"Berlin, Irving & Snyder, Ted",I
13745,Pitt-Payne/That Natural Rag.mid,1911,"Fisichelli, Ettore Bernardo",R
13746,Pitt-Payne/That Naughty Melody.mid,1913,"Meyer, George W.",S
13751,Pitt-Payne/That Nigger Treated Me All Right.mid,1898,"Hawley, Walter",S
13758,Pitt-Payne/That Opera Rag.mid,1910,"Snyder, Ted",S
13759,Pitt-Payne/That Operatic Rag.mid,1912,Richards & Kyle,S
13769,Pitt-Payne/That Pipe Organ Rag.mid,1912,"Rhodes, S. G.",S
13770,Pitt-Payne/That Pleasing Rag.mid,1911,"O'Connor, J. Fred",R
13771,Pitt-Payne/That Poker Rag.mid,1909,"Blake, Charlotte",R
13773,Pitt-Payne/That Potatoe Bug Rag.mid,1916,"Christensen, Axel W.",R
13774,Pitt-Payne/That Pussy Cat Rag.mid,1912,"Gill, William",S
13776,Pitt-Payne/That Puzzlin' Rag .mid,1912,"Smith, Chris",S
13787,Pitt-Payne/That Ragtime Barber Shop.mid,1912,"James, Wm M.",S
13788,Pitt-Payne/That Ragtime Dinner-Time Band.mid,1913,"Chandler, Wilfred",S
13789,Pitt-Payne/That Ragtime Harmony Strain.mid,1914,"Bennett, Leo",S
13792,Pitt-Payne/That Ragtime Regimental Band.mid,1912,"Morris, Melville ",S
13795,Pitt-Payne/That Railroad Rag.mid,1911,"Bimberg, Edward",S
13798,Pitt-Payne/That Red Head Gal.mid,1923,"Van, Gus, Schenck, Joe & Lodge, Thomas Henry",S
13800,Pitt-Payne/That Revolutionary Rag.mid,1919,"Berlin, Irving",S
13802,Pitt-Payne/That Rooster's Walking Rag.mid,1912,"Stanley, Jack ",S
13809,Pitt-Payne/That Saxaphone Rag.mid,1915,"Byers, Hale N.",S
13810,Pitt-Payne/That Scandalous Rag.mid,1912,"Kendall, Edwin F. ",R
13812,Pitt-Payne/That Sentimental Rag.mid,1913,"Tilton, Mabel",R
13819,Pitt-Payne/That Sneaky Snaky Rag.mid,1912,"Smith, Chris & Bowman, Elmer",S
13824,Pitt-Payne/That Southern Hospitality.mid,1915,"Walker, Raymond",S
13825,Pitt-Payne/That Spanish Rag.mid,1909,"Furth, Seymour",S
13829,Pitt-Payne/That Spooney Dance.mid,1909,"Schwartz, Jean",I
13834,Pitt-Payne/That Sundowner Rag.mid,n/a,"Coney, Les (arr. Ireland, Fred)",S
13837,Pitt-Payne/That Syncopated Boogie Boo.mid,1912,"Meyer, George W.",S
13843,Pitt-Payne/That Tantalizing Tango Tune.mid,1914,"Cobb, George L. ",S
13845,Pitt-Payne/That Teasin' Rag .mid,1909,"Jordan, Joe",S
13847,Pitt-Payne/That Telegraph Rag.mid,1917,"Goldsant, Morris",S
13851,Pitt-Payne/That Ticklin' Rag.mid,1910,"Bernard*, Mike",R
13854,Pitt-Payne/That Tinkling Tango Tune.mid,1913,"Gumble, Albert",S
13856,Pitt-Payne/That Tired Rag.mid,1911,"Blake, Charlotte",R
13857,Pitt-Payne/That Tom Tom Tag.mid,1915,"Noble, Fred C.",S
13858,Pitt-Payne/That Tomahawk Rag.mid,1912,"Spurr, Allen",S
13863,Pitt-Payne/That Tuneful Rag.mid,1911,"Risinger, Buel B.",R
13875,Pitt-Payne/That Whistling Rag .mid,1913,"Macklin, Cecil",S
13877,Pitt-Payne/That Yodeling Rag.mid,1910,"Von Tilzer, Harry",S
13878,Pitt-Payne/That Yodlin' Zulu Rag.mid,1910,"Brown, Al W.",S
13888,Pitt-Payne/That's Gratitude.mid,1907,"Camp, Sheppard",S
13897,Pitt-Payne/That's My Weakness Now.mid,1928,"Green, Bud & Stept, Sam H.",S
13902,Pitt-Payne/That's What Makes A Wild Cat Wild.mid,1918,"Bennett, Theron C.",S
13911,Pitt-Payne/Thelma Rag.mid,1905,"Reiff, W. M.",R
13916,Pitt-Payne/Then We'll Rag The Keel Row.mid,n/a,"Stoneham, Reginald A. A.",S
13921,Pitt-Payne/There Ain't No Use To Keep On Hanging Around.mid,1899,"Jones, Irving (arr. Tyer, Wm H.)",S
13927,Pitt-Payne/There's A Big Cry Baby In The Moon.mid,1909,"Smith, Chris, Brymn, J. Tim  & Burris, James Henry",S
13932,Pitt-Payne/There's A Little Bit Of Bad In Every Good Little Girl.mid,1916,"Clarke, Grant & Fischer, Fred",S
13934,Pitt-Payne/There's A Lump Of Sugar Down In Dixie.mid,1918,"Gumble, Albert",S
13941,Pitt-Payne/There's A Trick In Pickin' A Chick-Chick-Chicken.mid,1927,"Tobias, Charles, Goetz, Coleman & Robinson, J. Russel",S
13942,Pitt-Payne/There's A Wireless Station Down In My Heart.mid,1913,"Monaco, James V.",S
13949,Pitt-Payne/There's One In A Million Like You.mid,1912,"Schwartz, Jean",S
13951,Pitt-Payne/There's Ragtime In The Air.mid,1916,"Stamper, Dave",S
13953,Pitt-Payne/There's Something Nice About The South.mid,1917,"Berlin, Irving",S
13956,Pitt-Payne/They Called It The Dixie Blues.mid,1919,"Strouse, Jack",S
13957,Pitt-Payne/They Go Wild Simply Wild Over Me.mid,1917,"Fisher, Fred",S
13958,Pitt-Payne/They Gotta Quit Kickin' My Dawg Aroun'.mid,1912,"Stark, Mrs Wm (as Perkins, Cy)",S
13960,Pitt-Payne/They'll Be Mighty Proud In Dixie Of Their Old Black Joe.mid,1918,"Carroll, Harry",S
13962,Pitt-Payne/They're Wearing 'Em Higher In Hawaii.mid,1916,"Mohr, Halsey K.",S
13979,Pitt-Payne/This Sporting Life Is Certainly Killing Me.mid,1899,"Harney, Ben",S
13990,Pitt-Payne/Those Ragtime Melodies.mid,1912,"Hodgkins, Gene",S
14002,Pitt-Payne/Three Leaves Of Shamrock On The Watermelon Vine.mid,1908,"Lamb, Joseph F.",S
14006,Pitt-Payne/Three Little Words.mid,1930,"Ruby, Harry",S
14059,Pitt-Payne/Ticklish Sensation.mid,1914,"Alexander, M.",R
14062,Pitt-Payne/Tiddle-De-Winks.mid,1916,"Morris, Melville",F
14064,Pitt-Payne/Tierney Rag  The .mid,1913,"Tierney, Harry Austin",S
14068,Pitt-Payne/Tiger Rag.mid,1917,"La Rocca, Dominic J. (but often ascribed to Barry, Frank E.)",R
14074,Pitt-Payne/Till The Swanee River Runs Dry.mid,1919,"Mahoney, Jack F.",S
14085,Pitt-Payne/Tin Pan Alley Rag.mid,1950,"Jones, Gus ",R
14090,Pitt-Payne/Tin Roof Blues.mid,1923,New Orleans Rhythm Kings,S
14110,Pitt-Payne/Tishomingo Blues.mid,1917,"Williams, Spencer",S
14133,Pitt-Payne/Toddle Top Rag.mid,1921,"Leigh, Norman",F
14142,Pitt-Payne/Tokio Rag.mid,1912,"Lodge, Thomas Henry",R
14147,Pitt-Payne/Tom Boy.mid,1907,"Bradford, W. F. ",M
14174,Pitt-Payne/Too Much Ginger.mid,1913,"Daly, Joseph M.",R
14176,Pitt-Payne/Too Much Jinger.mid,1913,"Cortez, Manuel",R
14184,"Pitt-Payne/Toot, Toot, Tootsie!.mid",1922,"Kahn, Gus, Ernie Erdman & Dan Russo ",S
14187,Pitt-Payne/Toots.mid,1915,"Arndt, Felix",R
14192,Pitt-Payne/Top Liner Rag.mid,1916,"Lamb, Joseph F.",R
14217,Pitt-Payne/Toute La Nuit.mid,1914,"Pryor, Arthur",I
14243,Pitt-Payne/Trans-mag-ni-fi-can-bam-dam-u-al-i-ty.mid,1909,"Smith, Chris",S
14299,Pitt-Payne/Tricks.mid,1922,"Confrey, Zez",S
14307,Pitt-Payne/Trifler Two-Step.mid,1905,"Williams, Jane O.",R
14312,Pitt-Payne/Trilby Rag.mid,1915,"Morgan, Carey",R
14326,Pitt-Payne/Trixie Dixie  The.mid,1907,"Smith, John R.",R
14327,Pitt-Payne/Trixy.mid,1904,"Erickson, Libbie",R
14329,Pitt-Payne/Trombone Johnsen.mid,1902,"Stark, E. J.",R
14344,Pitt-Payne/Troubadour Rag.mid,1919,"Scott, James",R
14364,Pitt-Payne/Try It On Your Piano.mid,1910,"Berlin, Irving",S
14368,Pitt-Payne/Tuck Me To Sleep In My Old 'Tucky Home.mid,1921,"Meyer, George W.",S
14371,Pitt-Payne/Tug Boat Joe.mid,1913,"Sorensen, Lulu",S
14380,Pitt-Payne/Turkey For Mine.mid,1905,"Cohen, Elmore",S
14382,Pitt-Payne/Turkey In The Straw .mid,1898,"Bonnell, Otto",S
14390,Pitt-Payne/Turkish Towel Rag.mid,n/a,"Allen, Thomas S.",R
14391,Pitt-Payne/Turkish Trophies.mid,1907,"Egan, Sara B.",R
14452,Pitt-Payne/Two Merry Tramps.mid,1901,"Griffin, Billy A.",R
14459,Pitt-Payne/Two-Key Rag  The.mid,1916,"Hollander, Joe",R
14490,Pitt-Payne/Uncle Fohley.mid,1904,"Higgs, G. Artemas",M
14495,Pitt-Payne/Uncle Jerry's New England.mid,1907,"Rhell, J. C.",R
14506,Pitt-Payne/Uncle Rufus' Cake-Walk.mid,1898,"Ephraim, Ellis R.",R
